UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
PR;IVAI;9984;4747;0;551;80;1468;210;0;2;20;2482;80;67;0;83;95;3;0;0;1;2;93
PR;IVAIPORA;27538;14295;0;1172;246;3330;648;0;16;52;4702;1827;156;0;392;452;6;9;0;2;14;219
PR;IVATE;5228;2380;0;234;99;431;76;0;2;18;1002;414;95;0;291;162;1;2;0;0;1;20
PR;IVATUBA;1733;928;0;66;22;204;31;0;1;5;291;76;9;0;47;38;0;0;0;0;0;15
PR;JABOTI;2963;1460;0;68;9;408;78;0;1;9;777;63;20;0;45;11;0;0;0;0;0;14
PR;JACAREZINHO;27496;14676;0;651;274;2047;884;0;17;142;5927;1459;167;0;683;332;1;2;0;2;8;224
PR;JAGUAPITA;9902;5018;0;422;126;1193;246;0;30;49;1537;754;107;0;196;165;1;0;0;0;8;50
PR;JAGUARIAIVA;21292;11470;0;797;472;2197;687;0;19;102;3679;446;167;0;405;649;3;2;0;4;8;185
PR;JANDAIA DO SUL;17569;9498;0;806;213;2104;512;0;11;43;2550;854;79;0;404;320;2;2;0;1;9;161
PR;JANIOPOLIS;4016;1995;0;175;37;574;70;0;7;9;801;186;33;0;63;45;0;0;0;0;2;19
PR;JAPIRA;2577;1533;0;61;21;259;62;0;3;11;471;42;21;0;45;33;0;0;0;0;2;13
PR;JAPURA;7383;3242;0;418;85;1000;116;0;3;21;1397;651;30;0;259;114;0;1;0;4;0;42
PR;JARDIM ALEGRE;9373;4601;0;414;252;1033;135;1;4;27;1886;320;60;0;164;440;0;0;0;1;1;34
PR;JARDIM OLINDA;1195;732;0;46;13;81;11;0;0;6;203;35;12;0;44;12;0;0;0;0;0;0
PR;JATAIZINHO;8794;4725;0;398;98;786;213;0;14;34;1637;555;40;0;135;112;2;1;0;3;2;39
PR;JESUITAS;7675;3879;0;392;71;978;144;0;4;24;1420;432;50;0;145;105;0;1;0;1;1;28
PR;JOAQUIM TAVORA;7766;4071;0;315;57;887;232;0;4;25;1434;426;52;0;122;88;1;1;0;0;5;46
PR;JUNDIAI DO SUL;1296;731;0;47;3;149;37;0;0;5;239;23;34;0;17;7;0;0;0;0;0;4
PR;JURANDA;6658;2973;0;385;106;969;113;0;2;12;1244;500;18;0;120;159;0;1;0;1;2;53
PR;JUSSARA;5134;2435;0;246;110;449;97;0;7;12;837;367;70;0;274;213;0;0;0;3;0;14
PR;KALORE;3402;1651;0;183;30;477;54;0;1;23;778;98;28;0;24;41;0;0;0;1;2;11
PR;LAPA;32339;18005;0;1511;504;3341;1039;3;6;137;5237;693;267;0;788;560;1;12;0;4;1;230
PR;LARANJAL;2816;1442;0;87;10;331;65;0;0;20;772;21;35;0;13;15;0;0;0;0;0;5
PR;LARANJEIRAS DO SUL;23252;13820;0;1173;307;2987;763;0;17;69;2631;318;126;0;383;396;2;5;0;1;3;251
PR;LEOPOLIS;2478;1327;0;113;18;289;70;0;7;13;480;75;16;0;27;34;0;0;0;0;0;9
PR;LIDIANOPOLIS;2977;1347;0;139;61;375;42;0;0;8;682;93;30;0;66;116;0;0;0;1;2;15
PR;LINDOESTE;3712;2008;0;142;63;449;92;0;3;17;636;54;43;0;87;96;0;0;0;0;0;22
PR;LOANDA;18759;9027;0;537;214;1766;467;0;29;42;3425;2021;89;0;593;367;1;0;0;6;2;173
PR;LOBATO;3377;1592;0;178;75;421;64;0;2;11;517;204;43;0;149;97;0;1;0;3;4;16
PR;LONDRINA;440048;250559;0;9751;2573;35365;18417;1;2244;866;79892;20568;2070;1;7154;3635;42;71;0;72;121;6646
PR;LUIZIANA;4055;2181;0;254;31;496;79;0;7;9;746;85;36;0;60;55;0;0;0;1;4;11
PR;LUNARDELLI;3446;1804;0;132;12;381;68;0;1;10;882;72;16;0;38;13;0;0;0;0;1;16
PR;LUPIONOPOLIS;3100;1692;0;113;13;317;58;0;0;20;571;132;66;0;78;14;5;1;0;1;3;16
PR;MALLET;10201;5091;0;620;217;1256;280;0;4;29;2001;161;101;0;148;251;0;0;0;1;2;39
PR;MAMBORE;12142;5682;0;761;245;1861;275;0;8;22;1811;587;62;0;240;416;2;2;0;2;3;163
PR;MANDAGUACU;17333;9336;0;591;289;1611;400;1;23;46;3011;965;74;0;417;458;0;1;0;5;6;99
PR;MANDAGUARI;30276;15599;0;1059;234;2782;811;0;86;87;5455;2745;116;0;595;380;1;7;0;7;26;286
PR;MANDIRITUBA;18489;9818;0;1254;570;1859;535;0;10;72;2647;328;120;0;404;702;0;17;0;6;2;145
PR;MANFRINOPOLIS;1724;986;0;63;3;164;37;0;0;11;382;28;24;0;19;4;0;0;0;1;0;2
PR;MANGUEIRINHA;12513;6892;0;787;175;1644;354;0;3;54;1579;248;107;0;229;301;1;1;0;1;3;134
PR;MANOEL RIBAS;9763;4837;0;498;198;1501;285;0;5;41;1527;211;57;0;167;328;1;1;0;2;1;103
PR;MARECHAL CANDIDO RONDON;51984;24133;0;1927;893;4941;2026;0;76;139;8547;5585;270;0;1576;1203;11;31;0;11;13;602
PR;MARIA HELENA;3846;1804;0;159;20;421;67;0;1;18;937;233;56;0;92;31;0;0;0;0;0;7
PR;MARIALVA;32139;15941;0;1264;775;3393;926;0;43;69;5008;1948;143;0;917;1338;0;2;0;12;12;348
PR;MARILANDIA DO SUL;6512;3283;0;307;75;672;183;0;0;28;1458;197;50;0;97;98;5;2;0;4;4;49
PR;MARILENA;5424;2589;0;154;37;392;82;0;4;10;1476;446;45;0;129;42;3;1;0;2;0;12
PR;MARILUZ;6641;3419;0;222;112;607;108;0;5;21;1417;385;87;0;89;148;0;0;0;0;1;20
PR;MARINGA;357039;186186;0;10761;7497;32521;13451;2;642;566;53719;22003;968;0;10219;11141;12;75;0;228;102;6946
PR;MARIOPOLIS;4625;2447;0;299;77;723;143;1;1;21;592;71;53;0;38;108;0;3;0;0;0;48
PR;MARIPA;5245;2427;0;441;60;876;219;0;2;21;714;192;23;0;134;80;0;1;0;0;0;55
PR;MARMELEIRO;13118;6643;0;554;631;1452;331;0;3;36;1535;421;71;0;337;980;0;6;0;3;1;114
PR;MARQUINHO;2665;1380;0;111;5;466;65;0;1;9;549;13;27;0;23;5;0;1;0;1;2;7
PR;MARUMBI;3057;1539;0;136;19;416;69;0;1;6;668;94;27;0;40;22;0;0;0;0;0;20
PR;MATELANDIA;15465;8142;0;947;395;1421;436;0;5;44;2372;680;144;0;291;460;0;4;0;4;3;117
PR;MATINHOS;20773;11606;0;431;41;1362;859;0;30;59;3942;1334;64;0;749;43;1;19;0;2;21;210
PR;MATO RICO;1953;846;0;131;2;327;28;0;0;11;561;14;21;0;7;1;0;0;0;0;0;4
PR;MAUA DA SERRA;6895;3832;0;325;118;683;157;0;5;25;1149;235;48;0;112;157;0;1;0;2;1;45
PR;MEDIANEIRA;43555;22567;0;1667;914;4590;1556;0;23;117;6604;2925;172;0;739;1118;3;25;0;6;11;518
PR;MERCEDES;6150;2377;0;337;127;775;218;0;2;15;1298;430;32;0;260;206;1;2;0;1;1;68
PR;MIRADOR;1039;612;0;21;1;85;28;0;0;8;202;63;9;0;9;1;0;0;0;0;0;0
PR;MIRASELVA;1364;729;0;43;14;157;30;0;0;15;233;32;41;0;39;22;0;0;0;0;1;8
PR;MISSAL;9560;4354;0;471;171;1194;361;0;2;32;1783;489;65;0;259;233;1;7;0;1;2;135
PR;MOREIRA SALES;7357;3598;0;348;97;760;124;0;5;20;1599;357;113;0;162;140;4;1;0;1;2;26
PR;MORRETES;9871;5105;1;333;59;771;408;0;1;39;2118;388;57;0;397;87;1;4;0;4;3;95
PR;MUNHOZ DE MELLO;2567;1469;0;103;41;332;45;0;1;11;362;66;14;0;67;50;0;0;0;0;0;6
PR;NOSSA SENHORA DAS GRACAS;2108;1274;0;46;8;200;70;0;1;10;311;68;40;0;59;12;0;0;0;1;1;7
PR;NOVA ALIANCA DO IVAI;892;421;0;27;1;90;22;0;2;9;230;59;11;0;13;3;0;0;0;0;0;4
PR;NOVA AMERICA DA COLINA;2302;1277;0;120;13;224;57;0;2;11;389;46;35;0;84;34;0;1;0;1;0;8
PR;NOVA AURORA;10435;5260;0;571;173;1377;230;0;3;23;1477;750;61;0;183;250;0;0;0;1;1;75
PR;NOVA CANTU;4160;2132;0;179;12;568;81;0;1;6;1000;72;34;0;39;16;0;0;0;0;1;19
PR;NOVA ESPERANCA;22400;11130;0;902;401;1998;581;0;27;69;3651;2179;102;0;606;568;2;2;0;8;7;167
PR;NOVA ESPERANCA DO SUDOESTE;3699;1942;0;207;28;408;95;0;0;17;718;122;34;0;46;52;0;1;0;2;0;27
PR;NOVA FATIMA;5009;2894;0;312;26;504;148;0;3;18;805;94;66;0;73;38;0;0;0;0;0;28
PR;NOVA LARANJEIRAS;5415;2792;0;246;92;843;136;0;0;20;942;48;46;0;70;144;0;1;0;0;0;35
PR;NOVA LONDRINA;12585;6265;0;384;264;943;279;0;21;39;2285;1058;92;0;394;460;5;2;0;3;4;87
PR;NOVA OLIMPIA;4445;2160;0;141;30;444;89;0;3;16;952;385;43;0;111;44;0;1;0;0;0;26
PR;NOVA PRATA DO IGUACU;8556;4276;0;405;108;1048;166;1;0;22;1642;427;52;0;167;165;0;2;0;1;3;71
PR;NOVA SANTA BARBARA;3075;1639;0;206;41;358;69;0;4;16;566;60;15;0;26;58;0;0;0;0;0;17
PR;NOVA SANTA ROSA;8308;3766;0;571;124;1174;301;0;5;29;1408;386;28;0;190;197;2;1;0;0;4;122
PR;NOVA TEBAS;4482;2350;0;189;30;600;84;0;0;14;1030;41;36;0;39;52;1;1;0;1;0;14
PR;NOVO ITACOLOMI;2285;1103;0;135;14;331;34;0;1;8;533;59;18;0;20;20;0;0;0;0;0;9
PR;ORTIGUEIRA;13706;7131;0;732;109;1633;396;0;8;64;2696;376;141;0;196;141;2;1;0;2;1;77
PR;OURIZONA;2465;1310;0;132;39;228;40;1;1;5;465;84;20;0;67;62;0;0;0;0;0;11
PR;OURO VERDE DO OESTE;3736;1870;0;203;16;480;99;0;1;15;802;94;27;0;85;24;0;0;0;0;1;19
PR;PAICANDU;30099;16254;0;759;260;2079;600;0;26;60;6320;2563;74;0;607;349;0;4;0;5;17;122
PR;PALMAS;29110;17539;0;1416;420;3532;1102;0;69;113;2941;505;175;0;371;640;2;6;0;5;9;265
PR;PALMEIRA;25405;13904;0;1264;503;3214;912;0;9;90;3200;635;136;0;549;700;0;9;0;4;10;266
PR;PALMITAL;8804;4553;0;398;61;1450;193;0;3;26;1650;152;96;0;84;85;0;0;0;1;1;51
PR;PALOTINA;30856;14140;0;1577;649;4243;1062;1;12;80;3891;2813;435;0;643;902;2;6;0;10;8;382
PR;PARAISO DO NORTE;9727;4895;0;324;66;871;197;1;15;31;1623;1205;106;0;246;76;0;2;0;3;3;63
PR;PARANACITY;7004;3598;0;288;117;528;115;0;7;24;1018;660;72;0;339;184;0;0;0;2;2;50
PR;PARANAGUA;85057;41427;0;2113;2504;3906;2693;0;97;197;21000;4192;265;0;2162;3758;7;15;0;60;27;634
PR;PARANAPOEMA;1779;1042;0;84;24;123;42;0;0;10;267;53;29;0;43;50;0;0;0;0;0;12
PR;PARANAVAI;77529;36062;0;2420;641;7374;1954;0;523;174;15889;8510;326;0;1981;950;13;17;0;7;25;663
PR;PATO BRAGADO;4614;2212;0;245;51;553;182;0;1;13;677;361;29;0;154;77;0;9;0;0;3;47
PR;PATO BRANCO;71626;40445;2;2685;846;8225;2992;1;37;226;9023;2781;499;0;1311;1115;10;36;0;14;22;1356
PR;PAULA FREITAS;4019;2160;0;265;48;493;90;0;0;9;652;96;43;0;88;57;0;0;0;4;1;13
PR;PAULO FRONTIN;5495;2879;0;344;64;665;160;0;1;15;1025;82;29;0;117;90;0;1;0;1;0;22
PR;PEABIRU;8969;4963;0;457;86;1013;176;0;7;25;1558;320;43;0;151;108;0;4;0;1;4;53
PR;PEROBAL;4653;2424;0;170;32;522;71;0;0;13;881;296;37;0;130;65;0;0;0;1;0;11
PR;PEROLA;9884;4823;0;291;54;882;157;0;3;22;2308;917;29;0;278;60;2;1;0;0;0;57
PR;PEROLA D'OESTE;5407;2559;0;285;158;607;167;0;0;11;1009;144;23;0;91;298;0;0;0;4;0;51
PR;PIEN;9942;5351;0;539;162;986;298;0;0;33;1891;231;40;1;165;175;1;5;0;0;1;63
PR;PINHAIS;98236;60044;0;2617;520;7339;4106;3;88;305;15581;2657;517;5;2460;554;0;48;1;25;23;1343
PR;PINHAL DO SAO BENTO;1693;841;0;58;7;165;27;0;0;7;502;38;19;0;13;6;0;0;0;0;0;10
PR;PINHALAO;4031;2146;0;173;19;552;77;0;1;13;886;56;28;0;41;18;0;0;0;2;0;19
PR;PINHAO;17055;10166;0;823;107;2527;474;0;9;136;1999;188;193;0;198;131;1;4;0;2;18;79
PR;PIRAI DO SUL;16446;9614;0;589;246;1767;429;0;9;78;2492;421;145;0;243;339;2;1;0;1;4;66
PR;PIRAQUARA;57939;36422;0;807;207;3172;2014;0;73;150;11379;1481;273;0;1430;181;0;19;0;8;8;315
PR;PITANGA;26034;13514;0;1301;548;3643;756;0;9;72;4007;537;183;1;358;878;3;5;0;6;6;207
PR;PITANGUEIRAS;1965;1115;0;97;10;202;53;0;2;12;324;68;39;0;27;12;0;0;0;0;0;4
PR;PLANALTINA DO PARANA;2987;1427;0;117;31;320;62;0;0;9;664;184;29;0;74;48;1;1;0;3;0;17
PR;PLANALTO;10157;5106;0;535;135;981;308;0;2;21;2274;276;61;0;156;216;0;5;0;3;1;77
PR;PONTA GROSSA;247451;146323;0;7153;6593;22207;10136;0;210;966;30797;3838;1271;1;5446;9050;16;79;0;106;47;3212
PR;PONTAL DO PARANA;14827;8605;0;411;83;1138;617;0;15;54;2339;477;73;0;712;128;1;12;0;11;13;138
PR;PORECATU;9221;5352;0;282;122;572;274;0;28;39;1178;538;193;0;246;331;0;0;0;0;1;65
PR;PORTO AMAZONAS;2571;1573;0;116;26;260;106;0;1;15;297;53;28;0;55;25;0;0;0;1;0;15
PR;PORTO BARREIRO;2153;1041;0;127;6;344;65;0;0;13;452;22;39;0;29;5;0;0;0;0;0;10
PR;PORTO RICO;2423;1026;0;49;3;232;67;0;3;10;430;250;18;0;308;3;0;0;0;0;1;23
PR;PORTO VITORIA;2561;1342;0;187;40;290;82;0;0;7;427;73;23;0;29;49;0;0;0;0;0;12
PR;PRADO FERREIRA;2340;1331;0;126;75;247;53;0;1;11;271;40;20;0;46;110;0;0;0;0;1;8
PR;PRANCHITA;5661;2572;0;408;145;791;130;0;0;16;864;233;24;0;101;264;2;3;0;7;1;100
PR;PRESIDENTE CASTELO BRANCO;3512;1977;0;127;91;295;81;0;0;10;551;137;36;0;104;86;0;1;0;0;0;16
PR;PRIMEIRO DE MAIO;8663;4042;0;397;65;1027;170;0;20;22;1454;923;40;0;335;105;1;0;0;3;2;57
PR;PRUDENTOPOLIS;36576;18187;0;1860;399;5676;909;0;16;94;7118;956;240;0;367;470;3;6;0;8;10;257
PR;QUARTO CENTENARIO;3138;1659;0;158;90;346;56;0;1;8;467;96;15;0;70;154;0;0;0;0;1;17
PR;QUATIGUA;6173;3008;0;393;99;726;118;0;0;28;1086;410;26;0;107;120;0;2;0;0;3;47
PR;QUATRO BARRAS;18720;11186;0;852;499;1352;717;0;21;74;2293;295;131;0;494;587;0;5;0;7;3;204
PR;QUATRO PONTES;4571;1916;0;223;148;593;175;0;0;8;740;290;9;0;178;245;0;1;0;0;1;44
PR;QUEDAS DO IGUACU;22620;12728;0;946;246;2423;625;1;4;52;3481;1003;240;0;358;355;2;7;0;3;2;144
PR;QUERENCIA DO NORTE;7304;3558;0;272;72;758;115;0;3;13;1670;475;51;0;169;103;0;3;0;8;3;31
PR;QUINTA DO SOL;3229;1669;0;206;22;388;75;0;1;13;637;79;33;0;31;46;0;0;0;2;1;26
PR;QUITANDINHA;12783;6836;0;678;166;1439;327;2;2;22;2378;271;146;0;252;207;1;2;0;0;1;53
PR;RAMILANDIA;2305;1353;0;71;15;209;43;0;0;12;505;35;24;0;12;16;0;0;0;1;0;9
PR;RANCHO ALEGRE;2504;1347;0;121;12;228;54;1;3;12;482;141;20;0;56;13;0;0;0;0;0;14
PR;RANCHO ALEGRE D'OESTE;2208;948;0;94;90;289;29;1;1;7;394;112;17;0;45;168;0;0;0;0;3;10
PR;REALEZA;16513;8339;0;762;381;1845;492;0;5;56;2427;974;64;0;364;592;2;3;0;3;2;202
PR;REBOUCAS;8751;5080;0;317;46;898;203;0;2;41;1674;162;69;0;149;60;0;6;0;2;1;41
PR;RENASCENCA;5565;2800;0;322;130;772;153;0;1;15;785;90;42;0;93;283;0;0;0;1;3;75
PR;RESERVA;16952;8729;0;909;293;2184;405;0;2;57;3071;353;145;0;232;459;0;1;0;2;4;106
PR;RESERVA DO IGUACU;3216;2078;0;113;29;376;81;0;1;20;386;33;33;0;28;29;0;0;0;1;0;8
PR;RIBEIRAO CLARO;8929;4324;0;265;43;1056;237;0;2;62;1933;583;62;0;224;50;0;1;0;1;6;80
PR;RIBEIRAO DO PINHAL;8569;5124;0;310;72;790;236;0;9;50;1333;324;97;0;83;89;0;3;0;0;2;47
PR;RIO AZUL;11058;6278;0;446;100;1272;267;0;2;12;2026;267;50;0;179;117;0;2;0;1;0;39
PR;RIO BOM;2569;1359;0;136;10;326;38;0;0;8;578;51;17;0;22;13;0;0;0;0;0;11
PR;RIO BONITO DO IGUACU;9388;5297;0;446;30;1164;191;0;4;24;1850;78;121;0;96;42;0;1;0;0;4;40
PR;RIO BRANCO DO IVAI;2469;1328;0;56;23;267;57;0;1;8;582;41;21;0;23;53;1;1;0;0;0;7
PR;RIO BRANCO DO SUL;21690;12061;0;776;472;2245;619;1;14;142;3463;440;350;0;240;701;2;5;0;8;2;149
PR;RIO NEGRO;25775;14991;0;1151;259;2286;746;0;8;97;4360;792;97;0;590;283;4;14;0;1;5;91
PR;ROLANDIA;50940;27393;0;1647;519;3687;1636;0;455;191;8939;4344;206;0;731;771;3;4;0;3;7;404
PR;RONCADOR;7900;3979;0;492;79;1134;141;0;0;13;1550;192;64;0;68;135;0;1;0;4;2;46
PR;RONDON;7244;3590;0;320;99;693;120;0;1;20;1178;543;177;0;287;162;2;1;0;6;1;44
PR;ROSARIO DO IVAI;3635;1651;0;120;8;478;76;0;0;19;1057;126;36;0;32;11;0;0;0;0;0;21
PR;SABAUDIA;6173;3068;0;326;84;738;167;0;4;16;1079;399;40;0;103;111;2;0;0;0;0;36
PR;SALGADO FILHO;3671;1998;0;124;21;409;79;0;0;9;755;142;42;0;29;40;0;1;0;3;0;19
PR;SALTO DO ITARARE;3776;2115;0;142;20;387;107;0;2;16;772;79;43;0;53;17;0;0;0;0;2;21
PR;SALTO DO LONTRA;10620;5867;0;431;93;1241;278;0;4;27;1811;418;56;0;156;143;0;1;0;2;0;92
PR;SANTA AMELIA;1947;1047;0;74;8;175;40;0;1;8;456;49;29;0;39;12;0;0;0;2;0;7
PR;SANTA CECILIA DO PAVAO;2582;1390;0;129;30;297;63;0;2;9;478;76;18;0;22;57;0;0;0;0;0;11
PR;SANTA CRUZ DO MONTE CASTELO;6785;3465;0;258;31;680;146;0;7;18;1409;443;62;0;174;58;1;0;0;6;5;22
PR;SANTA FE;8260;4191;0;333;109;907;206;0;13;24;1246;772;51;0;190;145;0;1;0;2;0;70
PR;SANTA HELENA;21134;10254;0;843;273;2310;694;0;17;89;3544;1768;175;0;590;371;4;4;0;5;4;189
PR;SANTA INES;1006;633;0;27;3;98;17;0;0;8;155;25;9;0;24;5;0;1;0;0;0;1
PR;SANTA ISABEL DO IVAI;6700;3276;0;201;53;643;131;0;8;17;1494;586;43;0;151;50;0;2;0;1;0;44
PR;SANTA IZABEL DO OESTE;8383;4212;0;351;117;981;208;0;7;27;1627;398;44;0;120;206;0;2;0;1;2;80
PR;SANTA LUCIA;2843;1395;0;159;33;417;75;0;0;9;507;84;17;0;70;44;0;0;0;0;0;33
PR;SANTA MARIA DO OESTE;6190;3407;0;338;34;934;148;0;1;26;1055;94;42;0;45;38;0;0;0;0;2;26
PR;SANTA MARIANA;7987;4179;0;351;302;795;171;0;6;33;1179;275;61;0;168;412;0;0;0;1;4;50
PR;SANTA MONICA;1917;967;0;61;9;134;28;0;0;11;479;138;22;0;43;8;0;1;0;8;0;8
PR;SANTA TEREZA DO OESTE;8684;5024;0;388;113;981;311;0;1;29;1036;184;47;0;312;176;0;3;0;5;3;71
PR;SANTA TEREZINHA DE ITAIPU;16229;9409;0;527;519;1634;522;0;4;61;1890;434;70;0;399;569;5;8;0;1;7;170
PR;SANTANA DO ITARARE;3638;1753;0;154;75;360;84;0;1;12;912;61;38;0;57;100;0;0;0;1;4;26
PR;SANTO ANTONIO DA PLATINA;32381;16111;0;878;169;3105;969;0;30;120;7206;2367;239;0;581;261;3;5;0;2;11;324
PR;SANTO ANTONIO DO CAIUA;1626;834;0;22;2;155;24;0;1;12;423;87;18;0;43;3;0;0;0;0;0;2
PR;SANTO ANTONIO DO PARAISO;1586;943;0;86;15;183;34;0;2;15;228;28;20;0;10;16;0;0;0;1;0;5
PR;SANTO ANTONIO DO SUDOESTE;14671;8300;0;597;197;1342;412;0;2;34;2516;530;63;1;202;314;1;1;0;5;1;153
PR;SANTO INACIO;4612;2428;0;197;89;494;94;0;6;15;657;282;36;0;155;134;0;0;0;3;0;22
PR;SAO CARLOS DO IVAI;4925;2125;0;248;96;401;73;0;7;12;1040;491;40;0;199;166;0;0;0;1;3;23
PR;SAO JERONIMO DA SERRA;6244;3535;0;285;30;705;180;0;1;30;1270;63;54;0;31;30;0;0;0;0;0;30
PR;SAO JOAO;9308;5181;0;565;138;1266;229;0;3;30;1150;246;67;0;159;187;2;0;0;1;0;84
PR;SAO JOAO DO CAIUA;3639;2085;0;106;17;364;79;0;1;28;599;195;54;0;70;23;0;2;0;2;2;12
PR;SAO JOAO DO IVAI;8779;3922;0;412;106;1040;140;0;3;20;2256;415;73;0;128;193;0;0;1;0;1;69
PR;SAO JOAO DO TRIUNFO;8179;4634;0;358;30;925;239;0;1;16;1547;137;82;0;157;27;0;2;0;2;0;22
PR;SAO JORGE D'OESTE;7705;4147;0;374;68;983;223;0;1;22;1216;273;62;0;168;101;0;2;0;0;1;64
PR;SAO JORGE DO IVAI;4611;1852;0;323;185;704;91;0;6;13;654;211;26;0;184;311;0;0;0;2;1;48
PR;SAO JORGE DO PATROCINIO;4800;2275;0;159;25;468;66;0;1;11;1308;276;30;0;121;25;0;0;0;0;0;35
PR;SAO JOSE DA BOA VISTA;3960;1774;0;182;59;448;84;0;1;10;1108;109;38;0;59;56;0;1;0;2;1;28
PR;SAO JOSE DAS PALMEIRAS;2716;1441;0;117;20;327;73;0;2;14;504;72;54;0;48;30;0;0;0;2;0;12
PR;SAO JOSE DOS PINHAIS;244710;145722;0;9600;5550;18710;9760;0;216;710;31758;4941;984;1;5602;8299;7;108;1;60;61;2620
PR;SAO MANOEL DO PARANA;1447;690;0;75;11;110;19;0;0;5;359;118;11;0;29;13;0;0;0;2;0;5
PR;SAO MATEUS DO SUL;33431;18747;0;1540;249;3690;1097;0;15;138;5026;961;244;0;1097;354;3;12;0;6;6;246
PR;SAO MIGUEL DO IGUACU;21930;11461;0;1084;432;2764;649;0;17;94;2995;1055;126;0;467;530;2;4;0;3;1;246
PR;SAO PEDRO DO IGUACU;3995;2022;0;215;43;532;129;0;0;12;772;90;45;0;48;66;0;0;0;0;1;20
PR;SAO PEDRO DO IVAI;7200;3341;0;438;114;860;138;0;3;24;1385;387;56;0;139;254;0;0;0;17;1;43
PR;SAO PEDRO DO PARANA;1810;904;0;62;13;195;37;0;2;10;338;136;10;0;69;21;0;0;0;0;0;13
PR;SAO SEBASTIAO DA AMOREIRA;5433;3175;0;255;37;558;171;0;3;17;830;165;62;0;61;51;0;0;0;1;1;46
PR;SAO TOME;4008;2057;0;176;30;334;62;0;0;10;795;333;38;0;118;44;0;0;0;4;2;5
PR;SAPOPEMA;4329;2320;0;136;31;499;91;0;5;10;1011;106;25;0;30;44;0;0;0;0;4;17
PR;SARANDI;73951;37152;0;1322;840;4427;1626;0;143;135;17369;7480;226;0;1592;1307;0;8;1;28;12;283
PR;SAUDADE DO IGUACU;3866;2350;0;125;18;452;88;0;0;22;525;109;41;0;62;26;0;0;0;1;1;46
PR;SENGES;10709;5513;0;625;221;1103;306;0;14;36;2165;170;83;0;182;221;0;1;0;1;4;64
PR;SERRANOPOLIS DO IGUACU;3848;1895;0;181;68;590;91;0;0;23;652;194;16;0;35;79;0;0;0;0;1;23
PR;SERTANEJA;4576;2403;0;257;79;549;146;0;6;25;664;184;47;0;90;93;0;0;0;0;1;32
PR;SERTANOPOLIS;14666;6410;0;759;304;1835;315;0;60;39;2448;1430;93;0;428;434;1;4;0;0;4;102
PR;SIQUEIRA CAMPOS;15875;7917;0;546;174;1555;586;0;8;33;3391;904;119;0;283;223;0;2;0;2;10;122
PR;SULINA;2488;1331;0;116;19;276;58;0;0;8;466;104;18;0;44;28;1;1;0;0;0;18
PR;TAMARANA;8169;4211;0;404;71;856;162;0;4;28;1946;206;58;0;71;105;0;2;0;3;3;39
PR;TAMBOARA;3523;1565;0;95;13;385;54;0;1;17;943;282;23;0;117;17;0;1;0;0;0;10
PR;TAPEJARA;11218;5546;0;498;153;879;262;2;3;21;1857;1117;136;0;457;237;3;0;0;2;3;42
PR;TAPIRA;4312;2051;0;181;25;410;69;0;2;9;1029;366;34;0;99;21;0;1;0;1;0;14
PR;TEIXEIRA SOARES;6835;3685;0;292;100;811;140;0;2;37;1119;105;272;0;118;110;0;1;0;0;0;43
PR;TELEMACO BORBA;56326;31346;0;1327;978;4152;1579;0;299;264;9719;2893;311;1;973;1764;4;3;0;114;16;583
PR;TERRA BOA;13462;6519;0;423;176;1263;205;0;20;16;2382;1662;155;0;246;305;0;3;1;14;7;65
PR;TERRA RICA;12222;5433;0;432;110;968;226;0;15;31;2863;1200;122;0;564;187;0;1;0;1;1;68
PR;TERRA ROXA;14527;6750;0;680;201;1525;291;0;4;26;2521;1576;93;0;468;243;0;0;0;1;4;144
PR;TIBAGI;10231;5968;0;415;168;1229;293;0;19;59;1315;166;93;0;184;219;0;2;0;2;3;96
PR;TIJUCAS DO SUL;11256;6125;0;628;124;1093;252;0;3;27;2198;229;69;0;284;157;0;1;0;6;0;60
PR;TOLEDO;126695;64524;0;4194;2137;12985;4516;0;62;365;20695;9264;310;0;2781;2970;6;67;0;8;52;1759
PR;TOMAZINA;4580;2304;0;150;32;596;130;0;1;15;1084;104;48;0;52;33;0;0;0;2;1;28
PR;TRES BARRAS DO PARANA;8453;4164;0;437;163;1008;162;1;2;16;1655;193;57;0;243;308;0;0;0;0;2;42
PR;TUNAS DO PARANA;3905;1946;0;195;46;348;97;0;0;21;907;81;66;0;100;71;0;1;0;0;0;26
PR;TUNEIRAS DO OESTE;5428;2484;0;176;20;578;92;0;0;26;1541;282;106;0;86;22;0;0;0;2;2;11
